,1010006288,1010000785,1010003189,1010006287,1010006290,1010003188,1010001545,1010007336,1010014462,1010006056,1010022672,1010005535,1010003762,1010012801,1010004353,1010010913,1010001769,1010005538,1010003761,1010015072,1010002038,1010008583,1010005536,1010010917,1010006466,1010010912,1010010914,1010005546,1010015744,1010010918,1010005534,1010010618,1010021896,1010008077,1010011531,1010014460,1010014997,1010021160,1010015875,1010005539,1010020613,1010008078,1010000407,1010020313,1010015993,1010014996,1010013896,1010003763,1010005548,1010021837,1010006762,1010000405,1010022862,1010020576,1010015073,1010005537
E00011202,11960.957616788266,3275.920816569602,2632.9830563739883,3064.5591857411086,6811.884115778279,4950.7034668259275,2914.2837561946144,2547.4956085283093,5006.431216673655,3575.9252347629413,5210.563413277146,5445.66751225829,4986.173426785134,4897.916648398219,6292.051981762218,7802.013322381394,7098.311765439149,7576.586940994034,3161.1307714133477,4831.814881068414,7379.775024917715,5804.248989809699,2785.014763127413,5101.5036372156255,5069.885961070124,3173.562372716044,1586.7658858491027,4279.543873579962,4233.53065786524,7372.497998688014,5204.749583550998,2811.281849501523,8720.257308117336,7599.874697681931,6138.2226941481795,3717.6689356726383,6441.418452873597,7364.8496892623525,2472.9432298026677,8918.31013453522,2341.2970315320713,7802.013322381394,2868.616733125556,4689.2414870053135,7182.352064042749,5253.771986021831,6211.957878807721,7862.723626535904,2696.907898812313,2665.8165496523848,7638.72527959305,7278.129774432634,7694.507730003237,7035.37062276235,8244.437735120036,4997.127200914707
E00011203,10244.60390090917,2008.7707145052377,1365.8329543096236,1355.9633500349055,5532.309332173412,3242.1076311197253,1647.1336541302485,1267.9208249234443,4135.589860518119,2308.7751326985767,3698.382478821409,4166.092728653424,3269.819710906041,4694.875445509609,4575.698265883125,6890.170667191264,5818.736981834283,5860.233225114941,2032.324225916878,3123.219045362212,5671.179189211514,5351.617583221262,1517.864661063049,3392.9078015094237,4400.2398743753565,1906.4122706516794,2069.5025194931063,2999.969089975097,2953.9558742603745,5663.902162981812,3925.174799946135,2608.2406466129128,7003.90359223824,6320.299914077064,4421.868978269085,2009.0730999664352,4732.822617167395,5656.25385355615,1410.8863914855672,7209.714298829019,995.6600484817328,6890.170667191264,2665.5755302369457,3422.0913849409503,5903.69161587268,3537.4182701427385,4503.362043101519,6950.880971345775,1639.446306274752,1386.2417660475196,5930.129443886847,5569.533938726431,6415.847281833168,6014.43385807287,7233.7778902432565,3280.7734850356146
E00011204,11565.882116281262,2880.8453160625977,2237.9075558669842,2669.4836852341055,6416.808615271275,4555.627966318924,2519.2082556876103,2152.4201080213056,4611.3557161666495,3180.849734255937,4815.487912770141,5050.592011751287,4591.097926278133,4502.841147891215,5896.976481255217,7406.93782187439,6703.236264932146,7181.51144048703,2766.0552709063436,4436.739380561411,6984.699524410713,5409.173489302695,2389.939262620409,4706.428136708622,4674.81046056312,2778.48687220904,1191.6903853420988,3884.468373072959,3838.455157358235,6977.42249818101,4809.674083043995,2416.2063489945194,8325.181807610332,7204.799197174927,5743.147193641175,3322.593435165635,6046.342952366594,6969.774188755348,2077.867729295663,8523.234634028217,1946.2215310250676,7406.93782187439,2473.5412326185524,4294.16598649831,6787.276563535745,4858.69648551483,5816.882378300717,7467.6481260289,2301.8323983053087,2270.741049145381,7243.649779086046,6883.05427392563,7299.432229496233,6640.295122255346,7849.362234613032,4602.0517004077055
E00011205,9931.259893141327,1928.7982351277471,1285.860474932133,1034.8614620941714,5452.336852795923,2921.0057431789933,1567.161174752758,1187.9483455459538,4055.6173811406293,2228.8026533210864,3377.280590880677,4086.120249275934,2956.4757031381982,4614.902966132118,4262.354258115282,6810.198187813774,5738.764502456793,5546.889217347099,1952.3517465393877,2802.11715742148,5350.077301270781,5271.645103843771,1437.8921816855584,3071.8059135686917,4320.267394997865,1826.4397912741888,2217.091256061641,2834.4867505041784,2759.707377233268,5342.800275041081,3730.926302919028,2528.2681672354224,6690.559584470398,6240.327434699575,4108.52497050124,1687.9712120257016,4411.720729226663,5335.151965615419,1330.9139121080766,6888.612410888286,655.653563410998,6810.198187813774,2585.6030508594554,3342.11890556346,5823.719136495189,3224.0742623748956,4182.260155160786,6870.908491968285,1559.4738268972617,1306.2692866700293,5609.027555946116,5248.4320507857,6335.874802455677,5934.461378695379,7153.805410865765,2967.4294772677717
E00011206,9400.397872805912,1897.9891178308433,1462.1660927763435,511.75732193164765,5141.405583370901,2397.9016030164685,1545.95681693177,1154.1989463107072,4231.922998984838,2220.9298085137,2854.176450718152,3775.188979850911,2425.613682802784,4791.208583976329,3731.4922377798675,6885.291075545116,5427.83323303177,5016.027197011685,2128.6573643835973,2279.013017258955,4826.973161108255,5447.950721687981,1407.0830643886545,2548.701773406167,4496.5730128420755,1951.1187572661017,2393.396873905852,2481.9090059727187,2407.129632701808,4819.696134878553,3265.4927507444686,2704.5737850796327,6159.6975641349845,5929.396165274553,3577.6629501658263,1164.8670718631774,3888.6165890641364,4812.047825452891,1507.219529952287,6365.50827072576,614.4019780862602,6885.291075545116,2761.9086687036656,3308.3216907218975,5608.095809736051,2693.212242039481,3659.1560149982606,6779.07966743387,1735.779444741472,1258.9503630358142,5085.923415783588,4725.327910623172,6120.251475696539,5718.838051936241,6938.182084106627,2436.5674569323573
E00011207,9784.732479254511,2282.3237242794416,1659.911006780671,896.091928380246,5525.7401898194985,2782.236209465067,1930.2914233803685,1538.533552759306,4429.667912989168,2602.853185169624,3238.5110571667506,4159.52358629951,2809.948289251383,4988.953497980657,4115.826844228466,7184.248719662313,5812.1678394803685,5400.361803460283,2326.402278387926,2663.347623707554,5211.307767556855,5645.69563569231,1791.4176708372531,2933.0363798547655,4694.317926846405,2200.4903231227267,2511.2104316934524,2866.2436124213173,2791.4642391504067,5204.030741327152,3649.827357193067,2902.318699083961,6544.032170583582,6313.730771723151,3961.997556614425,1549.2016783117758,4272.9511955127355,5196.38243190149,1704.9644439566146,6749.842877174359,998.7365845348588,7184.248719662313,2959.653582707994,3692.6562971704957,5992.43041618465,3077.5468484880803,4043.490621446859,7163.414273882469,1933.5243587457996,1643.2849694844128,5470.258022232188,5109.662517071772,6504.586082145139,6103.17265838484,7322.516690555227,2820.9020633809564
E00011208,10301.403179885745,2330.060733799753,1687.122973604139,1412.7626290114802,5853.59935146793,3298.9069100962997,1968.4236734247638,1589.2108442179601,4456.879879812635,2630.065151993092,3755.181757797983,4487.382747947941,3326.618989882616,5016.165464804124,4632.4975448597,7211.460686485781,6140.0270011288,5917.032504091516,2353.614245211393,3180.0183243387864,5727.978468188088,5672.907602515777,1839.1546803575643,3449.707080485998,4721.529893669872,2227.702289946195,2012.9963052566495,3321.2591092696134,3275.24589355489,5720.701441958386,4166.4980578243,2929.530665907428,7060.702871214816,6641.589933371582,4478.66825724566,2065.8723789430096,4789.621896143969,5713.053132532724,1732.1764107800825,7266.513577805593,1316.9500677762487,7211.460686485781,2986.865549531461,3743.3814042354657,6224.981635167196,3594.2175491193134,4560.161322078093,7272.170990640291,1960.7363255692674,1707.5317853420354,5986.928722863421,5626.333217703005,6737.137301127685,6335.723877367386,7555.067909537773,3337.5727640121895
E00011209,11038.655207015594,2780.9214640608448,2137.983703865231,2150.014656141332,6316.8847632695215,4036.158937226152,2419.284403685857,2052.4962560195527,4907.740610073729,3080.9258822541847,4492.433784927836,4950.6681597495335,4063.871017012468,5280.820265682865,5369.749571989552,7662.321416746871,6603.312412930392,6654.284531221366,2804.474975472485,3917.2703514686386,6465.230495317939,6123.768332776869,2290.015410618656,4186.9591076158495,5172.390623930964,2678.563020207287,1969.6695031337495,3784.5445210712055,3738.531305356482,6457.953469088238,4709.7502310422415,3194.18546678617,7797.954898344667,7104.875345173174,5215.920284375511,2803.124406072862,5526.873923273821,6450.305159662576,2183.0371410411735,8003.765604935444,1846.2976790233147,7662.321416746871,3251.520350410203,4194.242134496558,6688.267046968789,4331.469576249166,5297.4133492079445,7723.031720901382,2411.597055830359,2170.817197143628,6724.180749993274,6363.585244832858,7200.422712929278,6799.009289168979,8018.353321339366,4074.8247911420417
E00011210,10283.544282718845,2441.1911392873544,1798.2533790917403,1394.9037318445805,5964.729756955532,3281.0480129294,2079.5540789123656,1700.3412497055615,4568.010285300237,2741.195557480694,3737.3228606310836,4598.513153435543,3308.7600927157164,5127.295870291726,4614.6386476928,7322.5910919733815,6251.157406616402,5899.173606924616,2464.7446506989945,3162.159427171887,5710.119571021189,5784.038008003378,1950.2850858451657,3431.8481833190986,4832.660299157473,2338.8326954337963,2126.822890355054,3365.0554158856507,3290.27604261474,5702.842544791488,4148.639160657401,3040.66107139503,7042.843974047916,6752.720338859184,4460.809360078761,2048.01348177611,4771.76299897707,5695.194235365826,1843.3068162676839,7248.654680638693,1428.08047326385,7322.5910919733815,3097.995955019063,3854.5118097230675,6336.112040654798,3576.3586519524138,4542.302424911193,7383.301396127892,2071.866731056869,1818.6621908296368,5969.069825696523,5608.474320536107,6848.267706615286,6446.854282854988,7666.1983150253745,3319.71386684529
