Code,Msoa_name,education_no qualifications,net weekly income,lone_parent_unemployed,work_49hr_more,no_car_in_household,families_with_3plus_kids,child_poverty,overcrowded_houses,limiting_long-term_illness_disability,health_life_expectancy_at_birth,self_harm_hospital_admission,hospital_admission_associated_with_alcohol,regular_smoking_at15,samhi_index.2011,AvPTAI2015,supermarket,fast_food,population_cannot_speak_english
E02000165,Bromley 039,17.4,1010,24.7,528,208,15.82417582,9.9,3.8,11.6,67.88459,39.2,69.5,8.8,-1.462594541232355,343.4579970102564,0,0,0.1
E02000166,Camden 001,13.2,1035,49.4,758,1704,16.18303571,15.4,18.2,16.7,66.849155,66.4,92.0,5.0,-0.7888554747782861,514.1404432234432,1,0,1.6
E02000167,Camden 002,5.5,1460,31.9,1431,1498,15.71753986,3.1,15.8,10.5,73.177125,40.5,47.8,7.8,-1.431979930759696,790.9073399693722,0,0,1.0
E02000168,Camden 003,12.4,1135,47.7,871,1961,15.27777778,14.1,27.3,14.9,63.777225,32.3,87.9,4.4,-0.7569446126047732,178.1591135531136,2,10,1.8
E02000169,Camden 004,6.7,1355,38.4,1178,953,20.75919336,3.6,13.4,9.8,74.219795,17.6,35.9,6.8,-1.400587600396053,351.5239602888087,1,0,1.3
E02000170,Camden 005,7.6,1235,37.3,1124,1821,12.03369434,11.4,28.9,11.0,68.183395,46.5,61.6,5.7,-1.603427927660396,358.9693449781659,1,1,2.0
E02000171,Camden 006,10.1,1150,53.3,1048,1797,16.37831603,14.6,24.5,13.7,67.33497,29,75.7,5.0,-1.034728463843772,126.5723387978142,0,1,1.7
E02000172,Camden 007,22.3,750,60.8,633,2789,20.94370861,29.6,37.3,19.8,56.82852,42.6,128.8,2.9,-0.6383509320556334,215.6210706713781,1,3,4.4
E02000173,Camden 008,6.0,1355,44.0,1433,1888,15.09433962,5.7,28.9,10.8,70.755575,25.3,59.8,6.2,-1.463236449791211,206.9153506493506,2,1,1.7
E02000174,Camden 009,14.5,960,50.8,821,2399,17.34693878,23.0,35.4,15.3,59.791555,30.5,92.2,3.0,-0.7412699525218505,184.1368894230769,0,1,3.3
E02000175,Camden 010,8.6,1165,48.1,1423,2514,13.18537859,16.4,31.7,11.8,61.17273,30.2,77.8,4.4,-1.334187471818906,257.0539290322581,4,2,2.3
E02000176,Camden 011,5.4,1370,31.9,1304,1761,11.28205128,3.1,26.1,9.8,71.694165,45,58.9,7.0,-1.380709040064888,105.5076310160428,1,0,1.4
E02000177,Camden 012,19.1,830,59.3,814,2491,22.13279678,28.0,32.8,18.5,58.54713,39.5,131.0,3.0,-0.7716675494839528,137.0394495798319,0,3,3.9
E02000178,Camden 013,14.4,855,50.9,1033,2839,18.08118081,28.5,35.8,16.9,57.02905,32.8,101.7,2.8,-0.8660487436052475,211.9726839378238,1,0,3.6
E02000179,Camden 014,11.6,1050,58.7,852,1493,18.90166028,17.9,29.4,12.3,67.904165,27.1,76.1,4.0,-1.189551710503621,97.84778974358974,2,2,2.8
E02000180,Camden 015,13.4,880,45.9,715,2137,20.52631579,23.8,35.1,14.0,61.401425,34.7,93.9,3.1,-0.8411955886966388,337.5413868312757,1,0,3.7
E02000181,Camden 016,6.5,1320,59.0,1432,1879,11.25356125,14.4,22.3,10.2,66.92969,25.1,62.2,4.9,-1.501304795615892,289.6575330396475,0,0,1.4
E02000182,Camden 017,11.9,1065,59.5,901,1478,19.33774834,14.6,24.6,13.5,67.805695,24.9,69.2,4.1,-1.416134941387602,392.878868852459,3,3,4.2
E02000183,Camden 018,11.4,1045,53.3,1254,2062,19.37984496,14.9,31.3,14.4,66.58733,47.2,95.1,4.9,-1.105401508887819,257.2850203389831,2,2,1.7
E02000184,Camden 019,17.3,775,54.4,558,2566,21.67755991,32.1,37.7,16.5,57.348295,36.5,130.2,2.7,-0.7782351512517416,358.0938507462687,1,7,4.6
E02000185,Camden 020,18.6,715,57.6,641,2700,21.74381055,28.5,38.9,18.9,59.11793,31.8,108.5,2.8,-0.8588811539088995,229.5682901960784,3,0,4.5
E02000186,Camden 021,12.6,935,51.6,809,2093,16.95906433,21.7,39.4,14.8,66.63469,38.9,126.7,3.4,-0.7681672383273236,224.8292443181818,6,19,3.7
E02000187,Camden 022,25.4,640,58.3,338,2414,26.54508612,30.7,37.8,19.7,54.41354,35.3,138.3,2.3,-0.630738610856838,519.5662861271676,3,8,7.2
E02000188,Camden 023,20.0,675,46.3,332,2322,27.10059172,28.0,41.1,16.4,55.60379,29.3,140.4,2.4,-0.6366764184505984,563.9693084513084,3,6,6.6
E02000189,Camden 024,15.4,730,42.2,337,1706,40.98073555,20.9,47.6,13.9,57.95473,22.1,121.1,2.3,-0.9208745692621998,606.2039169550173,0,5,6.5
E02000190,Camden 025,11.8,720,36.9,489,2624,25.88726514,20.8,43.8,15.5,58.445725,28.2,101.6,2.9,-1.550286299908912,786.7045579710144,2,1,3.9
E02000191,Camden 026,5.8,895,28.7,710,2240,26.4084507,13.7,46.4,9.6,62.974725,22.9,88.2,3.3,-1.816633725862309,634.0798577307467,6,6,2.9
E02000192,Camden 027,16.0,810,58.3,871,2485,22.09302326,25.1,38.2,16.8,59.723515,34.8,113.2,2.5,-1.140272317738452,517.3308388829216,3,2,4.6
E02000193,Camden 028,8.3,935,45.5,1001,2981,14.16893733,17.4,43.8,13.7,63.48457,28.9,78.5,3.0,-1.112917592275564,668.0018610738255,7,19,2.4
E02000194,Croydon 001,13.5,890,38.2,577,1744,13.60136869,19.6,20.6,13.5,65.25678,44.9,84.6,3.3,-1.33633775964314,256.6371054421769,1,0,2.0
E02000195,Croydon 002,15.5,960,39.3,594,828,16.83501684,12.4,10.5,13.7,68.125035,29.3,66.3,3.4,-1.695066953192029,346.6686371308017,0,0,2.9
E02000196,Croydon 003,18.8,895,40.8,405,830,20.98501071,16.8,17.6,15.6,61.637425,25.7,87.3,2.7,-1.555915766387478,439.7040699300699,0,0,5.1
E02000197,Croydon 004,16.4,830,48.6,444,1306,19.88906498,14.8,17.8,14.6,65.57166,27.3,99.5,2.8,-1.703254149436983,142.7140557939914,1,0,5.5
E02000198,Croydon 005,19.7,750,42.9,338,1455,18.57585139,23.0,20.3,13.7,63.241965,67.2,95.8,2.7,-1.605413196717264,359.9392125984252,0,0,3.1
E02000199,Croydon 006,16.0,900,35.6,368,1177,18.62891207,17.7,16.3,12.3,65.22354,28.7,88.3,2.8,-1.776501955728562,161.0170740740741,0,0,2.7
E02000200,Croydon 007,16.3,775,48.0,450,1694,13.61665221,20.3,23.4,14.6,65.044285,42.5,85.9,2.8,-0.8094309932627529,215.2240677655677,0,0,2.0
E02000201,Croydon 008,17.7,655,44.6,361,1955,14.1329259,25.6,27.6,15.2,58.970685,31.2,93.2,2.9,-1.039204153845635,300.8100256410257,2,0,2.4
E02000202,Croydon 009,17.5,835,37.5,369,1017,19.79166667,15.2,16.4,14.0,63.864315,34.4,82.6,2.3,-1.571936375126068,487.1294647887324,1,0,5.0
E02000203,Croydon 010,19.1,705,41.5,342,1482,17.52096925,20.0,25.8,15.1,60.85005,69.6,110.3,2.4,-0.7550286875343719,93.06915384615384,2,0,4.1
E02000204,Croydon 011,17.2,865,43.3,386,1067,22.59541985,15.8,19.4,14.3,61.90535,34,81.6,2.2,-1.708889776569646,457.98425,2,0,4.8
E02000206,Croydon 013,19.2,700,43.3,333,1965,17.7704918,25.9,25.2,15.4,59.061725,53.2,104.8,2.7,-1.267207405337498,327.1228565217391,0,0,3.2
E02000207,Croydon 014,18.6,795,45.9,389,1386,19.13875598,22.5,20.4,14.8,60.064645,77.1,94.0,2.9,-1.242735066284644,310.9541515151515,1,0,1.9
E02000208,Croydon 015,19.6,635,49.9,362,1885,15.2173913,27.4,33.6,14.8,59.665335,84.6,119.0,2.5,-0.9061266454747182,201.2847384615384,0,0,5.0
E02000209,Croydon 016,18.4,790,44.5,319,989,20.08639309,19.2,20.3,12.9,61.178075,55.4,85.2,2.2,-1.988228528081418,710.8551578947369,0,0,5.6
E02000210,Croydon 017,16.3,965,36.1,420,1126,14.57990115,16.7,12.5,12.1,63.61845,40.1,74.2,4.3,-1.45782342501108,340.8766111111111,0,1,2.0
E02000211,Croydon 018,18.4,965,27.1,525,442,12.8600823,9.7,6.7,15.1,67.424165,32.1,71.5,6.9,-1.752388684892366,162.7832835820896,1,0,1.0
E02000212,Croydon 019,21.0,755,46.4,293,1315,18.77256318,20.8,26.2,12.8,60.52398,58.3,92.3,2.3,-1.418678399831693,774.7931692307693,1,2,5.8
E02000213,Croydon 020,17.9,670,54.7,372,2373,14.45864156,25.7,34.7,15.9,57.78309,70.1,144.1,2.6,-1.426575511175401,455.6345310344827,8,0,4.8
E02000214,Croydon 021,15.1,1045,30.7,407,547,15.72164948,9.7,7.6,14.3,68.868545,36.9,68.7,6.3,-1.572597826230384,233.674152173913,1,1,1.5
E02000215,Croydon 022,15.0,845,52.9,690,2522,10.56845476,17.1,24.5,14.9,60.918705,51.2,112.3,3.2,-1.577075611087929,459.7395343361674,1,0,3.3
E02000216,Croydon 023,11.9,1105,44.3,501,1062,10.83437111,6.8,12.2,15.9,69.902365,13.3,69.2,4.0,-1.571245566186181,463.0512206896552,0,0,2.3
E02000217,Croydon 024,16.4,810,51.5,565,2041,13.17280453,21.0,22.9,12.9,61.786805,51.2,79.6,3.3,-1.691996007874677,217.2906472727273,2,4,3.0
E02000218,Croydon 025,19.5,895,48.9,257,689,20.77067669,26.9,13.8,14.1,65.32584,45.2,77.4,4.7,-1.624788691185207,419.8082845528455,1,0,2.3
E02000219,Croydon 026,16.7,1025,29.6,555,469,14.47212337,8.7,2.8,16.5,68.364015,36,65.1,6.2,-1.869744551275304,392.4067554347826,2,0,1.1
E02000220,Croydon 027,13.3,825,37.8,703,2448,8.21799308,19.4,30.6,14.6,61.144575,58.7,107.8,3.4,-0.9802988723952228,516.4845780189959,5,9,3.1
E02000221,Croydon 028,21.2,800,48.3,469,1238,18.21835231,24.2,17.7,16.4,61.938425,50.7,93.7,2.9,-1.194520920507015,368.9492489795919,1,2,3.1
E02000222,Croydon 029,12.1,1070,40.1,597,1067,11.21593291,10.4,15.5,12.7,67.71176,24.6,67.9,5.0,-1.464062678162794,303.1141212121212,1,0,1.5
E02000223,Croydon 030,33.4,675,53.3,226,1323,24.98418722,33.6,20.5,16.5,56.71786,58.9,95.6,3.2,-1.388480968624894,421.4406781609196,0,0,1.6
E02000224,Croydon 031,12.2,975,45.8,589,972,12.01550388,12.4,16.8,12.0,67.30399,49.9,73.9,4.4,-1.467341995892165,301.9652773109244,1,2,1.5
E02000225,Croydon 032,33.3,775,50.0,305,821,24.83598875,26.9,10.8,17.6,60.640005,58.6,89.6,3.7,-1.456988384078832,391.886504854369,1,0,0.9
E02000226,Croydon 033,14.1,1080,29.8,552,317,10.79545455,7.0,2.7,14.1,69.180975,37.7,69.5,6.8,-1.710187178507422,394.0927660818713,2,0,0.9
E02000227,Croydon 034,18.5,895,35.6,677,889,14.15157612,18.8,7.4,14.7,64.903295,47.4,73.1,5.0,-1.418385860503648,393.3887801047121,0,0,0.8
E02000228,Croydon 035,11.2,1225,35.4,655,302,15.48022599,4.1,2.6,14.0,73.18761,21.8,57.9,7.4,-1.547978894167939,267.5705897435897,0,0,0.8
E02000229,Croydon 036,37.7,660,52.2,211,966,22.4852071,30.9,16.0,20.4,59.19976,64.9,122.1,3.4,-1.36910331582227,672.6586083916084,0,0,1.3
E02000230,Croydon 037,13.0,1015,41.3,744,936,14.42542787,10.2,10.8,15.4,67.19155,55.8,76.9,4.6,-1.106831456810792,430.6939438877756,2,0,1.3
E02000231,Croydon 038,12.7,1215,38.1,756,204,16.20171674,5.0,4.5,14.7,69.75962,38.3,58.7,6.2,-1.284768110477818,377.0808850267379,0,0,1.2
E02000232,Croydon 039,20.0,985,37.5,389,300,14.98079385,9.4,4.0,16.0,68.69638,70.2,72.5,6.9,-1.447324849856372,173.5682876712329,1,0,0.8
E02000233,Croydon 040,15.8,1000,40.6,396,402,14.61988304,11.4,7.1,14.5,66.95704,42.5,69.9,5.2,-1.158616042575495,281.964967871486,0,0,1.0
E02000234,Croydon 041,15.5,1000,35.9,556,654,15.47729379,15.2,8.5,14.1,68.403285,62.9,85.0,4.7,-1.263779887072468,363.6804919908467,2,0,0.9
E02000235,Croydon 042,14.2,1135,40.7,560,335,13.63163371,9.6,5.2,12.8,72.074305,42.4,71.0,7.0,-1.29951391770042,148.8562870625,0,0,0.5
E02000236,Croydon 043,15.1,1140,31.4,545,325,16.22678397,9.0,3.3,12.2,68.39342,46.7,65.8,7.8,-1.559536760313,617.5376202321725,0,0,0.4
E02000237,Croydon 044,20.5,940,35.4,455,591,13.10043668,11.3,3.9,17.8,68.09465,115,71.8,7.0,-0.935686977673249,276.3011385542169,0,1,0.5
E02000238,Ealing 001,18.9,905,45.3,525,769,17.65612953,15.7,20.7,13.0,62.620455,54.3,113.5,2.5,-2.008421515778459,539.2309728260869,1,2,8.4
E02000239,Ealing 002,14.7,970,33.1,507,649,18.44380403,8.6,18.0,12.3,64.71557,14.4,97.9,3.2,-1.921064095602174,360.0693351955308,0,0,8.6
E02000240,Ealing 003,23.4,735,52.7,454,1281,19.1886671,23.7,23.7,15.3,62.365435,54.5,153.3,2.1,-1.467327829006608,435.6064107142857,0,0,5.9
E02000241,Ealing 004,17.6,915,43.3,325,600,15.38461538,14.9,20.7,12.0,64.19999,43.4,113.0,2.5,-1.714705673149866,142.4375605493133,0,0,6.6
E02000242,Ealing 005,17.8,915,45.6,358,540,20.14218009,11.2,23.6,13.5,61.62449,39.2,133.8,2.7,-1.915817759037746,323.1253670886076,0,0,10.1
E02000243,Ealing 006,18.6,860,42.1,451,915,15.625,15.9,20.9,15.0,61.898975,47.7,128.7,2.6,-1.391462183365136,577.3635840707965,2,1,8.2
E02000244,Ealing 007,16.1,930,41.0,510,658,17.62785637,15.3,19.0,12.6,64.549955,28.5,129.7,3.6,-1.663041899757153,509.7788453038673,1,0,8.7
E02000245,Ealing 008,25.4,655,61.1,317,1326,19.15384615,26.8,28.8,16.7,61.02823,90.4,160.5,2.0,-1.044170695194034,350.4440203045685,0,1,6.4
E02000246,Ealing 009,25.9,710,48.9,333,1029,25.0,21.4,23.5,15.6,60.75126,41.6,129.4,2.0,-1.335982191824543,387.578152631579,1,0,5.8
E02000247,Ealing 010,22.0,730,54.9,479,1188,18.80286272,21.1,25.7,15.7,60.98075,43.2,142.9,2.1,-1.145626876163028,256.3154673913044,1,0,6.6
E02000248,Ealing 011,11.2,1005,55.5,571,863,15.88785047,16.1,22.8,12.3,66.350165,40.4,104.3,3.2,-1.894119448629001,382.0706394849785,0,0,8.5
E02000249,Ealing 012,20.8,820,44.9,393,917,19.83556012,14.6,23.4,15.3,61.69351,33.6,138.5,2.2,-1.490313896531749,187.389245508982,2,0,8.3
E02000250,Ealing 013,6.9,1325,24.8,650,525,13.64705882,4.0,9.3,11.8,68.754405,35.4,82.8,5.6,-1.726019042451239,595.9251643835617,0,0,2.2
E02000251,Ealing 014,18.4,910,48.8,339,566,20.92793682,13.1,20.4,13.9,65.702605,39.8,141.9,2.0,-1.717104094122802,458.4358,0,0,8.8
E02000252,Ealing 015,16.3,865,53.6,627,1883,18.51520572,28.4,36.5,13.7,57.64741,38.1,116.7,2.3,-1.405607880438176,133.0863745098039,3,1,6.5
E02000253,Ealing 016,23.3,705,47.9,451,1551,18.57651246,24.8,22.7,18.9,59.90713,113.5,159.6,2.2,-1.133315799593389,551.0149937106919,0,0,7.1
E02000254,Ealing 017,20.5,855,49.6,341,600,20.856102,15.5,25.0,15.6,62.714815,56.4,160.0,1.4,-1.620727422621319,618.6439424460432,0,0,10.3
E02000255,Ealing 018,12.5,1030,50.8,702,1096,19.31364725,18.3,20.6,13.3,67.51381,53.2,111.1,3.6,-1.581928527261333,238.0529226006192,0,0,4.5
E02000256,Ealing 019,7.3,1155,40.0,957,1395,14.46808511,9.8,24.1,11.8,67.980765,44,97.6,4.6,-1.292919289357943,442.8926592920354,2,0,3.6
E02000257,Ealing 020,7.6,1170,45.2,1463,2302,15.1372549,9.6,21.7,11.7,68.41267,69,90.9,3.4,-1.281556276506215,390.1224267241379,5,7,5.4
E02000258,Ealing 021,13.0,965,52.1,526,965,19.13580247,14.5,23.7,12.1,63.568505,18.4,122.9,2.7,-1.299825834287235,630.9568043478262,0,0,7.9
E02000259,Ealing 022,13.0,1145,39.4,463,627,16.05504587,9.4,14.1,11.7,66.812,57.1,107.7,4.0,-1.518765845957157,589.950701754386,0,0,5.2
E02000260,Ealing 023,21.7,810,52.4,320,894,21.65354331,15.3,28.1,17.6,61.13685,33.4,145.9,1.2,-1.80202331350269,152.067421875,1,0,13.0
E02000261,Ealing 024,14.8,885,53.6,779,1971,25.51781276,18.2,34.1,13.6,62.880835,27.9,102.1,2.4,-1.502051280352741,354.4220962343096,1,0,6.5
E02000262,Ealing 025,14.8,835,42.0,720,1875,18.75616979,18.1,30.0,14.6,59.660575,35.2,125.6,2.7,-0.7443355978590124,257.9851181818182,2,1,6.1
E02000263,Ealing 026,24.1,765,55.6,346,1235,23.07157748,16.4,32.5,17.3,58.97189,54.9,192.4,1.0,-1.635524250416141,197.9176371552976,0,0,16.0
E02000264,Ealing 027,8.9,1095,49.6,859,1146,18.99371069,13.6,23.2,12.1,68.385935,48.7,112.5,3.7,-1.27788038603023,136.4731978021978,3,0,5.0
E02000265,Ealing 028,14.7,845,50.0,843,2173,15.41984733,18.6,26.4,14.1,62.97733,95.8,149.5,3.4,-0.7556826119846521,262.5060875420876,4,1,4.9
E02000266,Ealing 029,24.0,705,55.0,399,1428,27.32240437,24.7,34.2,19.4,57.304725,95.3,144.3,1.5,-1.209058178056853,466.0370440677967,0,0,9.0
E02000267,Ealing 030,13.7,1000,35.5,515,956,12.21621622,15.4,18.8,12.3,62.739965,57.4,133.9,3.3,-1.51512372598971,481.5296396181384,1,0,5.4
E02000268,Ealing 031,12.9,1080,48.6,940,1306,14.88095238,11.8,17.5,13.3,65.45605,56.2,111.4,3.7,-1.205253413409862,159.7465276008492,1,0,3.7
E02000269,Ealing 032,8.0,1295,36.0,834,1025,15.11017838,7.0,13.7,10.6,68.980055,51.8,86.3,5.5,-1.203412603238739,205.403306010929,2,1,3.0
E02000270,Ealing 033,19.7,700,57.8,441,1857,24.66793169,27.5,33.7,16.2,57.557995,51.7,151.7,2.1,-1.070162203113219,134.5914652567976,0,0,7.9
E02000271,Ealing 034,7.8,1375,41.0,965,901,12.85189718,7.2,13.2,9.0,69.72138,28.7,83.6,5.3,-1.666804963318008,368.8895191256831,0,1,2.0
E02000272,Ealing 035,11.3,1160,33.0,561,625,13.52657005,7.3,9.2,12.2,66.615145,47,101.0,5.4,-1.410297479277836,501.2560342465753,1,0,2.8
E02000274,Ealing 037,23.2,755,60.5,458,1385,24.96924969,17.8,34.7,15.3,60.023885,39.5,189.8,1.2,-2.117880240086542,514.4354020618556,1,0,14.9
E02000275,Ealing 038,22.8,770,60.5,287,751,19.11057692,19.4,29.7,18.9,58.075625,66.1,151.9,1.5,-1.397219800032533,176.6151851851852,0,0,12.9
E02000276,Ealing 039,9.0,1200,36.2,617,910,11.54345006,8.1,14.1,10.0,65.50927,48.2,104.6,5.3,-1.178742583684943,511.2701500000001,0,4,2.8
E02000277,Enfield 001,27.7,770,58.1,319,689,17.02755906,22.5,14.1,15.7,64.938875,22.1,82.7,1.6,-1.508707765813147,648.8596153846154,1,0,5.0
E02000278,Enfield 002,32.4,670,62.0,282,1182,23.27402135,32.6,19.8,17.9,57.731635,31.8,101.3,1.6,-1.397160422248146,514.9728917197452,0,0,6.6
E02000279,Enfield 003,24.8,720,61.0,519,1509,21.11702128,31.6,20.0,13.7,58.28378,44.1,98.4,1.5,-1.295124728104471,466.8429954954955,1,0,6.2
E02000280,Enfield 004,21.5,870,50.8,520,888,15.32599492,18.1,11.0,15.9,64.37913,48.9,91.8,2.8,-1.177608426260488,326.1096720564784,1,3,2.2
E02000281,Enfield 005,23.3,770,58.7,439,1049,14.6539028,22.9,18.7,15.9,58.83099,36,92.6,2.1,-1.103855219520039,244.5827053140097,0,0,3.9
E02000282,Enfield 006,32.4,620,63.9,296,1501,20.8281054,33.3,24.5,16.1,57.3594,30.5,111.3,1.6,-1.810523084197405,591.3254736842106,1,0,8.7
E02000283,Enfield 007,28.3,760,56.5,325,734,25.75406032,28.7,15.8,14.9,61.080795,26.8,99.9,1.6,-2.04750055156422,378.9684966887417,0,0,5.5
E02000284,Enfield 008,18.1,945,46.4,540,930,12.37209302,14.8,11.9,15.0,65.845375,34.3,99.4,2.4,-1.173310445061591,417.3676359832636,1,2,1.5
E02000285,Enfield 009,17.9,1035,38.6,402,392,15.14124294,10.3,4.9,14.1,67.41562,39.3,83.9,3.7,-1.415791457171992,190.6879141104294,0,0,1.7
E02000286,Enfield 010,17.4,975,35.7,645,896,9.7799511,14.6,12.5,16.5,70.775225,41.2,95.2,3.2,-1.011220301605675,276.6024604316547,2,0,1.3
E02000287,Enfield 011,17.8,995,45.7,614,487,15.72739187,9.9,9.0,15.4,69.16627,28.8,78.5,2.9,-1.73123118126035,387.2116593251029,1,1,2.4
E02000288,Enfield 012,27.7,685,57.5,390,1420,22.21514959,26.5,24.1,16.0,59.928095,31.6,106.1,1.4,-1.386203186331439,297.8541491525424,3,0,7.6
E02000289,Enfield 013,17.8,1030,37.1,408,324,14.4057623,10.1,3.5,15.2,69.67727,35.9,83.6,3.5,-1.411960137563038,424.0929032258064,1,0,1.7
E02000290,Enfield 014,29.7,605,57.0,236,1316,17.11851278,27.9,28.5,15.0,56.53433,26.6,112.8,1.5,-1.579830668919156,342.9064468864469,0,0,8.8
E02000291,Enfield 015,21.3,790,54.8,541,1424,14.03212172,21.8,20.2,15.9,64.604015,24.3,92.1,1.9,-1.583969166397726,182.4177963549921,6,5,3.8
E02000292,Enfield 016,22.0,870,47.1,458,895,15.89928058,18.3,11.2,13.9,65.372005,51,91.8,1.7,-1.741565892707593,637.5024038461538,1,0,3.7
E02000293,Enfield 017,15.8,1105,41.2,565,368,16.40826873,6.4,4.8,14.2,68.98785,30.5,73.0,3.4,-1.495391077452086,471.0655440414507,1,0,1.3
E02000294,Enfield 018,27.8,720,56.3,256,973,25.25814138,25.2,17.8,16.0,59.82153,23.2,99.8,1.5,-1.367768883477938,436.2902674418605,1,0,7.5
E02000295,Enfield 019,17.0,955,41.6,600,739,14.06945681,12.0,11.5,15.2,68.047475,36.4,89.5,2.8,-1.438613491935345,325.5717598039216,1,0,3.2
E02000296,Enfield 020,19.0,855,51.5,618,1266,14.19529837,17.0,17.3,16.0,62.385045,29.5,88.8,1.9,-2.054137365553822,268.6857261345853,3,1,4.7
E02000297,Enfield 021,19.0,1015,34.4,630,582,14.75256769,9.1,7.5,14.8,68.40209,22.1,87.3,3.3,-1.620952684884896,693.7286488888889,1,1,2.8
E02000298,Enfield 022,14.3,1140,28.0,760,493,16.77083333,6.4,8.4,12.8,71.24879,34.6,76.9,4.0,-1.367777144162606,795.9190014534885,0,0,2.0
E02000299,Enfield 023,28.6,695,50.9,310,1486,23.9546421,27.4,26.0,15.8,58.295225,30.7,107.2,1.4,-1.237873969299454,268.8955274725275,0,0,8.6
E02000300,Enfield 024,24.8,765,55.1,254,1188,22.41238794,27.1,23.1,14.4,61.60496,40.3,100.3,1.4,-1.739549499526035,367.8138235294118,0,1,8.1
E02000301,Enfield 025,29.6,625,52.9,288,1903,20.8358209,30.2,26.9,16.2,56.539055,40.1,112.2,1.4,-1.329382063807165,338.66825,0,0,9.6
E02000302,Enfield 026,22.7,835,38.7,493,813,17.72853186,13.4,14.6,16.4,60.603325,43.3,98.8,1.9,-1.609644481062785,331.0985706214689,1,0,4.8
E02000303,Enfield 027,31.3,655,59.3,269,1517,24.37357631,29.0,28.7,18.2,56.26607,42.8,113.7,1.4,-1.866994952789893,210.0303156732892,0,0,8.7
E02000304,Enfield 028,13.7,1155,30.8,715,456,14.32958035,6.9,8.2,13.9,68.84376,N/A - not available,72.6,3.7,-1.920422262574367,298.1409111111111,0,0,2.6
E02000305,Enfield 029,15.4,975,34.2,683,1059,11.6097561,12.7,18.9,13.6,65.10172,42.3,105.0,2.5,-1.479367276686595,452.3129239130434,1,0,4.7
E02000306,Enfield 030,31.7,550,58.2,213,2066,23.43647136,31.7,32.6,16.9,54.15149,51.4,121.6,1.4,-1.546674799224485,301.143015037594,2,1,10.1
E02000307,Enfield 031,25.6,805,53.5,381,974,20.54317549,23.1,17.2,14.7,60.176335,29.8,81.3,1.5,-2.190523218036456,353.6368450704226,0,0,8.8
E02000308,Enfield 032,17.8,895,54.5,466,1060,15.78947368,18.6,17.6,15.7,63.6253,44.7,101.9,2.3,-1.373929231927226,207.5118794520548,1,0,5.9
E02000309,Enfield 033,27.1,685,54.3,300,1741,21.83976261,29.0,29.9,14.3,59.265455,28.7,107.6,1.4,-1.76257594284463,277.8987647058823,3,0,10.1
E02000311,Enfield 035,22.6,775,46.7,477,1218,17.10825132,23.5,20.6,16.2,60.15796,25.2,93.2,1.8,-1.72377134675906,393.4559255319149,0,0,8.3
E02000312,Enfield 036,14.4,940,39.1,735,1708,10.9947644,16.7,25.9,13.8,65.58337,42.7,90.3,2.1,-1.631984360264285,244.5142997032641,1,0,6.2
E02000313,Greenwich 001,23.5,690,49.5,275,1281,24.4140625,26.7,25.9,14.1,60.178375,41.1,107.4,2.3,-1.692940923189957,768.6390000000001,0,0,3.0
E02000314,Greenwich 002,16.2,775,50.1,575,1646,21.26410835,19.4,26.5,10.6,60.46921,39.6,91.3,2.3,-1.756059772694968,515.5491291585126,3,2,3.2
E02000315,Greenwich 003,27.9,705,53.6,328,1645,24.75862069,29.3,20.9,16.8,59.211425,36,105.0,2.2,-1.411330500860122,235.4658624338624,1,0,2.2
E02000316,Greenwich 004,16.1,785,49.2,954,2900,17.21854305,21.8,33.3,12.2,58.57298,28.3,93.1,2.6,-1.354975215663141,477.5035984848485,3,1,3.8
E02000317,Greenwich 005,25.3,695,55.8,270,1742,21.95488722,25.6,28.2,16.5,58.40395,44.6,120.9,2.4,-1.274544018459475,115.3222142857143,0,0,4.9
E02000318,Greenwich 006,21.4,725,47.9,408,1592,21.98049512,18.8,28.2,14.0,59.22169,36.2,118.4,2.1,-1.81155477501716,498.9128855421686,1,0,6.8
E02000319,Greenwich 007,18.8,745,46.7,518,1824,18.27309237,19.9,27.1,13.0,61.189445,17.8,104.8,2.3,-1.651564626706791,317.7745326460481,0,0,5.2
E02000320,Greenwich 008,21.8,790,47.3,299,1017,17.95121951,18.5,15.6,15.3,61.97549,56.1,86.4,2.8,-1.812003491675798,452.5117611940299,0,0,2.4
E02000321,Greenwich 009,25.4,680,52.2,324,1594,19.25287356,26.6,26.4,16.9,59.808345,44.8,112.5,2.3,-1.581568403195729,473.2384518518519,0,0,4.9
E02000323,Greenwich 011,22.8,635,47.4,460,2264,22.0952381,25.7,32.5,14.3,59.34827,45.7,119.9,2.1,-1.545295104004134,391.3689643962848,1,0,6.5
E02000324,Greenwich 012,25.5,740,51.7,353,1395,22.2,22.7,20.4,19.4,60.02942,46.2,113.4,2.4,-1.040335065962641,464.9818876404494,0,0,3.6
E02000326,Greenwich 014,16.0,950,51.6,539,1143,14.82254697,17.6,13.2,13.5,63.02995,42.3,112.1,3.3,-1.205506109018828,141.3286055555556,0,0,2.9
E02000327,Greenwich 015,20.1,750,53.6,568,1244,26.46775746,25.3,25.6,13.1,58.78883,45.6,120.1,2.2,-1.342103244366957,468.1607756410256,0,0,4.5
E02000328,Greenwich 016,14.7,1030,41.4,743,1233,14.05184175,11.2,17.0,16.0,62.995485,31.6,80.6,4.8,-1.272025710828802,138.9869010989011,0,0,1.2
