Code,Msoa_name,education_no qualifications,net weekly income,lone_parent_unemployed,work_49hr_more,no_car_in_household,families_with_3plus_kids,child_poverty,overcrowded_houses,limiting_long-term_illness_disability,health_life_expectancy_at_birth,self_harm_hospital_admission,hospital_admission_associated_with_alcohol,regular_smoking_at15,samhi_index.2011,AvPTAI2015,supermarket,fast_food,population_cannot_speak_english
E02006854,Tower Hamlets 033,7.9,1210,58.6,1503,1901,23.60248447,21.6,37.9,6.8,67.62364,33.9,47.5,5.7,-1.919697842488904,196.6339271356784,5,3,3.7
E02006882,Harrow 033,18.5,985,27.9,737,675,16.71606402,7.9,14.4,14.4,64.87084,28.9,94.9,1.9,-2.171107978466087,391.1942805755396,0,0,7.0
E02006918,Hackney 028,21.0,670,51.2,349,1984,25.39130435,29.0,38.7,15.0,56.759155,49.9,108.6,2.3,-1.501888680940866,480.0367518248176,0,0,7.6
E02006921,Hackney 029,31.1,660,52.4,230,1921,29.65217391,22.0,30.6,14.9,56.005005,30,146.1,2.5,-1.559166923305399,220.3713902439025,1,0,9.5
E02006924,Redbridge 035,17.6,905,46.8,630,1071,22.14377407,12.6,18.4,15.5,63.275515,25.4,73.5,1.1,-1.847781995562244,170.0152206405694,1,0,5.4
E02006925,Redbridge 036,17.0,1010,40.8,743,602,22.04724409,6.7,9.8,14.9,64.81266,27.8,73.1,1.5,-2.022833145965987,299.2235132075472,1,0,4.6
E02006927,Greenwich 034,21.2,920,51.2,564,1095,20.2965709,17.0,10.7,16.8,63.081935,34.3,81.9,3.7,-1.216242103485687,808.0375981595091,2,1,2.3
E02006928,Greenwich 035,11.4,890,50.4,674,1724,14.09147095,31.4,29.5,9.2,63.33443,33,80.0,2.9,-1.543349041913059,197.1023225806452,4,1,3.3
E02006929,Greenwich 036,16.9,905,53.1,741,1769,16.32183908,25.2,27.0,14.3,58.160325,24.1,96.0,2.9,-1.549147882135106,288.2926734693877,2,0,2.6
E02006930,Greenwich 037,12.9,1120,46.6,727,1261,13.62940276,17.4,16.9,11.3,65.07366,34.2,82.6,3.7,-1.733224811561225,170.4122941176471,4,0,1.8
E02006931,Greenwich 038,14.0,980,41.1,1170,2011,16.9792695,18.0,18.6,12.7,65.326825,51.5,85.2,3.3,-1.439169446070853,275.8741295180723,2,0,1.5
